mpn,size_code,resistance_ohms,tolerance,tcr,power_w,voltage_v,temp_min_c,temp_max_c,length_mm,width_mm,height_mm
AC0402FR-07392RL,0402,392,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-075K62L,0603,5620,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-074M02L,0402,4020000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07113RL,0603,113,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603DR-0724K9L,0603,24900,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-071M24L,0402,1240000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07200KL,0402,200000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073R48L,0402,3.48,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07120KL,0402,120000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0739RL,0402,39,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K91L,0402,1910,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-072K4L,0402,2400,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-072K37L,0402,2370,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071R6L,0402,1.6,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0762KL,0402,62000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-131KL,0402,1000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0780K6L,0402,80600,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0714R7L,0603,14.7,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07210RL,0402,210,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07634KL,0402,634000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-079R53L,0402,9.53,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-073M9L,0402,3900000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-074R32L,0402,4.32,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0716KL,0402,16000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07270RL,0402,270,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-074K02L,0603,4020,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-0797R6L,0402,97.6,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-136K8L,0402,6800,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0712KL,0402,12000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07105KL,0603,105000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-07133KL,0603,133000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-072K7L,0402,2700,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K74L,0402,1740,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K8L,0603,1800,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-0734KL,0402,34000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0795K3L,0402,95300,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-1322KL,0402,22000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-075K9L,0402,5900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071M74L,0603,1740000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-079R1L,0402,9.1,5%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K21L,0402,1210,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0719R6L,0603,19.6,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07549RL,0402,549,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-073R6L,0402,3.6,5%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07348KL,0402,348000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-077M15L,0402,7150000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0775KL,0603,75000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-0736KL,0402,36000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07130RL,0603,130,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-072K26L,0402,2260,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0793K1L,0402,93100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07576RL,0402,576,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-13390KL,0402,390000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K4L,0402,1400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07499RL,0402,499,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0751KL,0402,51000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07240KL,0402,240000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0725K5L,0402,25500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0747KL,0402,47000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0715KL,0402,15000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07160KL,0402,160000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-076R2L,0402,6.2,5%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-079K09L,0402,9090,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07191RL,0402,191,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07787KL,0402,787000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-071K3L,0402,1300,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-07470KL,0603,470000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-0732K4L,0402,32400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073R16L,0402,3.16,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0710KL,0402,10000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071R8L,0402,1.8,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071M07L,0402,1070000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K43L,0603,1430,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07154KL,0402,154000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0712K4L,0603,12400,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603DR-07140KL,0603,140000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-073M6L,0402,3600000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-131K2L,0402,1200,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0716KL,0603,16000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-078R66L,0402,8.66,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0726R1L,0402,26.1,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0722KL,0603,22000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07619KL,0402,619000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-075K11L,0402,5110,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07510RL,0402,510,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-078R45L,0402,8.45,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-076M8L,0402,6800000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07178KL,0402,178000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07340RL,0402,340,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073R83L,0402,3.83,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07560RL,0402,560,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-074K02L,0402,4020,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K58L,0603,1580,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07976RL,0402,976,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-07750RL,0603,750,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-071K2L,0603,1200,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-0722K1L,0402,22100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-1322RL,0402,22,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-071M3L,0402,1300000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0722KL,0402,22000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071RL,0402,1,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-072K43L,0402,2430,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-134K75L,0402,4750,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07470KL,0402,470000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-073K6L,0402,3600,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07732RL,0402,732,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-072R21L,0402,2.21,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-071K3L,0603,1300,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-071M5L,0603,1500000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-1310KL,0402,10000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07120KL,0603,120000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-077K32L,0402,7320,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073R3L,0402,3.3,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K15L,0603,1150,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-13100KL,0402,100000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07910KL,0402,910000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K74L,0603,1740,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-0775RL,0402,75,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0724KL,0603,24000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603DR-07560KL,0603,560000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-077M5L,0402,7500000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0775RL,0402,75,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0712KL,0402,12000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0727KL,0402,27000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0749K9L,0402,49900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0712R1L,0402,12.1,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-072K67L,0603,2670,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07412RL,0402,412,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07360KL,0402,360000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07115RL,0402,115,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07432KL,0402,432000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-075K1L,0402,5100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-07348KL,0603,348000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-0713RL,0603,13,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-0716R5L,0603,16.5,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-072R49L,0402,2.49,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07330RL,0402,330,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-071M6L,0402,1600000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0715K4L,0603,15400,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-073ML,0402,3000000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07121RL,0603,121,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-072M2L,0402,2200000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-13470RL,0402,470,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07280RL,0402,280,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07324KL,0402,324000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07162KL,0603,162000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07301RL,0402,301,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0714K7L,0603,14700,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-077R5L,0402,7.5,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073K01L,0402,3010,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K82L,0603,1820,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-075K76L,0402,5760,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07365RL,0402,365,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0715R4L,0402,15.4,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K5L,0402,1500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071K3L,0603,1300,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-071K05L,0603,1050,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-0712RL,0402,12,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-13680RL,0402,680,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0760K4L,0603,60400,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07226KL,0402,226000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07412KL,0402,412000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07330RL,0402,330,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-07820RL,0603,820,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-071K27L,0402,1270,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0710ML,0603,10000000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-074K64L,0402,4640,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07806KL,0402,806000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-072R7L,0402,2.7,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-1339KL,0402,39000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-072R26L,0402,2.26,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0782RL,0402,82,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0718KL,0603,18000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-073KL,0402,3000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0721R5L,0402,21.5,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0743R2L,0402,43.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0710RL,0603,10,1%,-/+200 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-073M16L,0402,3160000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07226RL,0402,226,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0743KL,0402,43000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-071R3L,0402,1.3,5%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0740R2L,0402,40.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0776K8L,0402,76800,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-078K87L,0402,8870,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07680RL,0402,680,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07182RL,0402,182,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-075K49L,0402,5490,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07665RL,0402,665,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0710RL,0603,10,0.5%,-/+200 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-07750KL,0402,750000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0714K7L,0402,14700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K2L,0402,1200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073R74L,0402,3.74,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-072K55L,0402,2550,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071K24L,0402,1240,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07845KL,0402,845000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073K83L,0402,3830,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-074R53L,0402,4.53,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07121RL,0402,121,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0727RL,0402,27,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-07113KL,0603,113000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-076R98L,0402,6.98,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-071RL,0402,1,5%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071M8L,0603,1800000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603DR-074M7L,0603,4700000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-074K3L,0402,4300,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-1368KL,0402,68000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-079M1L,0402,9100000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0717K4L,0402,17400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07931RL,0402,931,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-074R99L,0402,4.99,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07232RL,0402,232,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-071M24L,0603,1240000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07120KL,0402,120000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603FR-0711R5L,0603,11.5,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-071R15L,0402,1.15,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0756KL,0402,56000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07620KL,0402,620000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-072ML,0603,2000000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-07169KL,0603,169000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603FR-071M13L,0603,1130000,1%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-073RL,0402,3,5%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-076K2L,0402,6200,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073K24L,0402,3240,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0710ML,0402,10000000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0730KL,0603,30000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-0718RL,0402,18,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0710ML,0603,10000000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0603DR-0742K2L,0603,42200,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07200KL,0402,200000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07110RL,0402,110,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07340KL,0402,340000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0727K4L,0402,27400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0736K5L,0402,36500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07357RL,0402,357,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07910RL,0402,910,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-07107KL,0603,107000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07137RL,0402,137,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-078K2L,0402,8200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0711KL,0402,11000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-074K7L,0603,4700,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-07249RL,0402,249,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07732KL,0402,732000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-13180KL,0402,180000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0733R2L,0402,33.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0711KL,0402,11000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-075K36L,0603,5360,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402JR-07110RL,0402,110,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-071R62L,0402,1.62,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-0775KL,0402,75000,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0739RL,0402,39,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07422RL,0402,422,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-0745K3L,0402,45300,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07200RL,0402,200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402JR-07200RL,0402,200,5%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-07332KL,0402,332000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0603DR-0711KL,0603,11000,0.5%,-/+100 ppm/C,0.1,75,-55,155,1.6,0.8,0.45
AC0402FR-0723R7L,0402,23.7,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
AC0402FR-073K6L,0402,3600,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.32
