Catalog / Data Sheet,Part No.,Status,Brand,Apps.,Feature,L x W Size,T(Max.) / mm,Capacitance,Tolerance,Rated Voltage [DC] / V,Temp. Chara.,AEC- Q200
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2c0g1h6r8d050ba.pdf,CGA2B2C0G1H6R8D050BA Equiv. C1005C0G1H6R8D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,6.8pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2c0g1h820j050ba.pdf,CGA2B2C0G1H820J050BA Equiv. C1005C0G1H820J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,82pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2c0g1h821j050ba.pdf,CGA2B2C0G1H821J050BA Equiv. C1005C0G1H821J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,820pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1a104k050ba.pdf,CGA2B2X5R1A104K050BA Equiv. C1005X5R1A104K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,100nF,±10%,10,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1a104m050ba.pdf,CGA2B2X5R1A104M050BA Equiv. C1005X5R1A104M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,100nF,±20%,10,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c104k050ba.pdf,CGA2B2X5R1C104K050BA Equiv. C1005X5R1C104K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,100nF,±10%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c104m050ba.pdf,CGA2B2X5R1C104M050BA Equiv. C1005X5R1C104M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,100nF,±20%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c333k050ba.pdf,CGA2B2X5R1C333K050BA Equiv. C1005X5R1C333K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,33nF,±10%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c333m050ba.pdf,CGA2B2X5R1C333M050BA Equiv. C1005X5R1C333M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,33nF,±20%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c473k050ba.pdf,CGA2B2X5R1C473K050BA Equiv. C1005X5R1C473K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,47nF,±10%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c473m050ba.pdf,CGA2B2X5R1C473M050BA Equiv. C1005X5R1C473M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,47nF,±20%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c683k050ba.pdf,CGA2B2X5R1C683K050BA Equiv. C1005X5R1C683K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,68nF,±10%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1c683m050ba.pdf,CGA2B2X5R1C683M050BA Equiv. C1005X5R1C683M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,68nF,±20%,16,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e103k050ba.pdf,CGA2B2X5R1E103K050BA Equiv. C1005X5R1E103K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,10nF,±10%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e103m050ba.pdf,CGA2B2X5R1E103M050BA Equiv. C1005X5R1E103M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,10nF,±20%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e153k050ba.pdf,CGA2B2X5R1E153K050BA Equiv. C1005X5R1E153K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,15nF,±10%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e153m050ba.pdf,CGA2B2X5R1E153M050BA Equiv. C1005X5R1E153M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,15nF,±20%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e223k050ba.pdf,CGA2B2X5R1E223K050BA Equiv. C1005X5R1E223K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,22nF,±10%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e223m050ba.pdf,CGA2B2X5R1E223M050BA Equiv. C1005X5R1E223M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,22nF,±20%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e333k050ba.pdf,CGA2B2X5R1E333K050BA Equiv. C1005X5R1E333K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,33nF,±10%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e333m050ba.pdf,CGA2B2X5R1E333M050BA Equiv. C1005X5R1E333M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,33nF,±20%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e473k050ba.pdf,CGA2B2X5R1E473K050BA Equiv. C1005X5R1E473K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,47nF,±10%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x5r1e473m050ba.pdf,CGA2B2X5R1E473M050BA Equiv. C1005X5R1E473M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,47nF,±20%,25,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c154k050ba_210105.pdf,CGA2B2X7R1C154K050BA Equiv. C1005X7R1C154K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,150nF,±10%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c154m050ba_210105.pdf,CGA2B2X7R1C154M050BA Equiv. C1005X7R1C154M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,150nF,±20%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c224k050ba_210110.pdf,CGA2B2X7R1C224K050BA Equiv. C1005X7R1C224K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,220nF,±10%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c224m050ba_210110.pdf,CGA2B2X7R1C224M050BA Equiv. C1005X7R1C224M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,220nF,±20%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c333k050ba.pdf,CGA2B2X7R1C333K050BA Equiv. C1005X7R1C333K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,33nF,±10%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c333m050ba.pdf,CGA2B2X7R1C333M050BA Equiv. C1005X7R1C333M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,33nF,±20%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c473k050ba.pdf,CGA2B2X7R1C473K050BA Equiv. C1005X7R1C473K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,47nF,±10%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1c473m050ba.pdf,CGA2B2X7R1C473M050BA Equiv. C1005X7R1C473M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,47nF,±20%,16,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1e103k050ba.pdf,CGA2B2X7R1E103K050BA Equiv. C1005X7R1E103K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,10nF,±10%,25,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1e103m050ba.pdf,CGA2B2X7R1E103M050BA Equiv. C1005X7R1E103M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,10nF,±20%,25,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1e153k050ba.pdf,CGA2B2X7R1E153K050BA Equiv. C1005X7R1E153K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,15nF,±10%,25,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1e153m050ba.pdf,CGA2B2X7R1E153M050BA Equiv. C1005X7R1E153M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,15nF,±20%,25,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1e223k050ba.pdf,CGA2B2X7R1E223K050BA Equiv. C1005X7R1E223K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,22nF,±10%,25,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1e223m050ba.pdf,CGA2B2X7R1E223M050BA Equiv. C1005X7R1E223M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,22nF,±20%,25,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h102k050ba.pdf,CGA2B2X7R1H102K050BA Equiv. C1005X7R1H102K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,1nF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h102m050ba.pdf,CGA2B2X7R1H102M050BA Equiv. C1005X7R1H102M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,1nF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h152k050ba.pdf,CGA2B2X7R1H152K050BA Equiv. C1005X7R1H152K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,1.5nF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h152m050ba.pdf,CGA2B2X7R1H152M050BA Equiv. C1005X7R1H152M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,1.5nF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h221k050ba.pdf,CGA2B2X7R1H221K050BA Equiv. C1005X7R1H221K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,220pF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h221m050ba.pdf,CGA2B2X7R1H221M050BA Equiv. C1005X7R1H221M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,220pF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h222k050ba.pdf,CGA2B2X7R1H222K050BA Equiv. C1005X7R1H222K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,2.2nF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h222m050ba.pdf,CGA2B2X7R1H222M050BA Equiv. C1005X7R1H222M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,2.2nF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h331k050ba.pdf,CGA2B2X7R1H331K050BA Equiv. C1005X7R1H331K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,330pF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h331m050ba.pdf,CGA2B2X7R1H331M050BA Equiv. C1005X7R1H331M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,330pF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h332k050ba.pdf,CGA2B2X7R1H332K050BA Equiv. C1005X7R1H332K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,3.3nF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h332m050ba.pdf,CGA2B2X7R1H332M050BA Equiv. C1005X7R1H332M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,3.3nF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h471k050ba.pdf,CGA2B2X7R1H471K050BA Equiv. C1005X7R1H471K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,470pF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h471m050ba.pdf,CGA2B2X7R1H471M050BA Equiv. C1005X7R1H471M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,470pF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h472k050ba.pdf,CGA2B2X7R1H472K050BA Equiv. C1005X7R1H472K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,4.7nF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h472m050ba.pdf,CGA2B2X7R1H472M050BA Equiv. C1005X7R1H472M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,4.7nF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h681k050ba.pdf,CGA2B2X7R1H681K050BA Equiv. C1005X7R1H681K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,680pF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h681m050ba.pdf,CGA2B2X7R1H681M050BA Equiv. C1005X7R1H681M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,680pF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h682k050ba.pdf,CGA2B2X7R1H682K050BA Equiv. C1005X7R1H682K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,6.8nF,±10%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b2x7r1h682m050ba.pdf,CGA2B2X7R1H682M050BA Equiv. C1005X7R1H682M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,6.8nF,±20%,50,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b3x5r1a154k050bb.pdf,CGA2B3X5R1A154K050BB Equiv. C1005X5R1A154K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,150nF,±10%,10,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b3x5r1a154m050bb.pdf,CGA2B3X5R1A154M050BB Equiv. C1005X5R1A154M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,150nF,±20%,10,X5R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga2b3x5r1a224k050bb.pdf,CGA2B3X5R1A224K050BB Equiv. C1005X5R1A224K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.0mm x 0.5mm [EIA 0402],0.55,220nF,±10%,10,X5R,YES
