mpn,manufacturer,package,metric,capacitance_pf,voltage_v,tolerance,dielectric,length_mm,width_mm,height_nominal_mm,height_max_mm,terminal_mm,qualification,features,conditions,datasheet,geometry_source,geometry_id,pad_length_mm,pad_width_mm,pad_gap_mm
GCD188R71E273KA01D,Murata,0603,1608,27000,25,10%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R71E273KA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A332MA01D,Murata,0603,1608,3300,100,20%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A332MA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A392KA01D,Murata,0603,1608,3900,100,10%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A392KA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A392MA01D,Murata,0603,1608,3900,100,20%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A392MA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A472KA01D,Murata,0603,1608,4700,100,10%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A472KA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A472MA01D,Murata,0603,1608,4700,100,20%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A472MA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A562KA01D,Murata,0603,1608,5600,100,10%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A562KA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A562MA01D,Murata,0603,1608,5600,100,20%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A562MA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A682KA01D,Murata,0603,1608,6800,100,10%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A682KA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A682MA01D,Murata,0603,1608,6800,100,20%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A682MA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A822KA01D,Murata,0603,1608,8200,100,10%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A822KA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD188R72A822MA01D,Murata,0603,1608,8200,100,20%,X7R,1.6,0.8,0.8,0.9,0.35,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD188R72A822MA01D,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD188R72A472KA01-01.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BC71C474KE01L,Murata,0805,2012,470000.00,16,10%,X7S,2,1.25,1.25,1.4,0.45,AEC-Q200,X7S; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BC71C474KE01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H104KA01L,Murata,0805,2012,100000.0,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H104KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H104MA01L,Murata,0805,2012,100000.0,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H104MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H273KA01L,Murata,0805,2012,27000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H273KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H273MA01L,Murata,0805,2012,27000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H273MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H333KA01L,Murata,0805,2012,33000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H333KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H333MA01L,Murata,0805,2012,33000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H333MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H393KA01L,Murata,0805,2012,39000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H393KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H393MA01L,Murata,0805,2012,39000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H393MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H473KA01L,Murata,0805,2012,47000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H473KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H473MA01L,Murata,0805,2012,47000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H473MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H563KA01L,Murata,0805,2012,56000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H563KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H563MA01L,Murata,0805,2012,56000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H563MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H683KA01L,Murata,0805,2012,68000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H683KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H683MA01L,Murata,0805,2012,68000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H683MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H823KA01L,Murata,0805,2012,82000,50,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H823KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR71H823MA01L,Murata,0805,2012,82000,50,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR71H823MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A104KA01L,Murata,0805,2012,100000.0,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A104KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A104MA01L,Murata,0805,2012,100000.0,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A104MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A273KA01L,Murata,0805,2012,27000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A273KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A273MA01L,Murata,0805,2012,27000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A273MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A333KA01L,Murata,0805,2012,33000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A333KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A333MA01L,Murata,0805,2012,33000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A333MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A393KA01L,Murata,0805,2012,39000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A393KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A393MA01L,Murata,0805,2012,39000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A393MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A473KA01L,Murata,0805,2012,47000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A473KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A473MA01L,Murata,0805,2012,47000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A473MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A563KA01L,Murata,0805,2012,56000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A563KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A563MA01L,Murata,0805,2012,56000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A563MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A683KA01L,Murata,0805,2012,68000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A683KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A683MA01L,Murata,0805,2012,68000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A683MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A823KA01L,Murata,0805,2012,82000,100,10%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A823KA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
GCD21BR72A823MA01L,Murata,0805,2012,82000,100,20%,X7R,2,1.25,1.25,1.4,0.45,AEC-Q200,X7R; MLSC internal series connection,DC voltage rating; apply dielectric bias and temperature curves,https://www.murata.com/en-us/products/productdetail?partno=GCD21BR72A823MA01L,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCD21BR72A104KA01-01A.pdf; terminal band midpoint; maximum height,GCD,,,
