mpn,size,resistance_ohms,tolerance,tcr,power_w,voltage_v,overload_voltage_v,temp_min_c,temp_max_c,aecq200
RMCF2512FT14K0,2512,14 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT14K7,2512,14.7 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT15K0,2512,15 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT16K2,2512,16.2 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT22K0,2512,22 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT22K1,2512,22.1 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT25K5,2512,25.5 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT30K1,2512,30.1 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT31K6,2512,31.6 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT32K4,2512,32.4 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT37K4,2512,37.4 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT40K2,2512,40.2 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT43K2,2512,43.2 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT47K0,2512,47 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT49K9,2512,49.9 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT51K1,2512,51.1 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT60K4,2512,60.4 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT78K7,2512,78.7 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT95K3,2512,95.3 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT110K,2512,110 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT121K,2512,121 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT150K,2512,150 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT165K,2512,165 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT205K,2512,205 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT220K,2512,220 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT249K,2512,249 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT274K,2512,274 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT300K,2512,300 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT301K,2512,301 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT330K,2512,330 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT332K,2512,332 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT499K,2512,499 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT619K,2512,619 Kohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT2M00,2512,2 Mohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512FT10M0,2512,10 Mohm,1%,+/- 100 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR120,2512,0.12 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR200,2512,0.2 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR270,2512,0.27 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR300,2512,0.3 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR330,2512,0.33 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR620,2512,0.62 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JTR820,2512,0.82 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1R00,2512,1 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1R20,2512,1.2 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1R30,2512,1.3 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2R20,2512,2.2 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2R40,2512,2.4 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2R70,2512,2.7 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT3R60,2512,3.6 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT4R30,2512,4.3 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT6R20,2512,6.2 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT8R20,2512,8.2 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT9R10,2512,9.1 ohm,5%,+/- 400 ppm,1,200,400,-55,155,Compliant
RMCF2512JT11R0,2512,11 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT12R0,2512,12 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT13R0,2512,13 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT15R0,2512,15 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT16R0,2512,16 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT22R0,2512,22 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT27R0,2512,27 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT30R0,2512,30 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT33R0,2512,33 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT36R0,2512,36 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT39R0,2512,39 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT43R0,2512,43 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT56R0,2512,56 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT62R0,2512,62 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT75R0,2512,75 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT100R,2512,100 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT110R,2512,110 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT120R,2512,120 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT130R,2512,130 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT240R,2512,240 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT270R,2512,270 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT360R,2512,360 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT390R,2512,390 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT510R,2512,510 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT560R,2512,560 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT620R,2512,620 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT820R,2512,820 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT910R,2512,910 ohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1K10,2512,1.1 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1K20,2512,1.2 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1K30,2512,1.3 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1K60,2512,1.6 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1K80,2512,1.8 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2K20,2512,2.2 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2K70,2512,2.7 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT3K60,2512,3.6 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT3K90,2512,3.9 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT4K70,2512,4.7 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT5K10,2512,5.1 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT5K60,2512,5.6 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT7K50,2512,7.5 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT8K20,2512,8.2 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT10K0,2512,10 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT11K0,2512,11 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT12K0,2512,12 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT15K0,2512,15 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT16K0,2512,16 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT20K0,2512,20 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT24K0,2512,24 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT27K0,2512,27 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT33K0,2512,33 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT36K0,2512,36 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT47K0,2512,47 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT51K0,2512,51 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT62K0,2512,62 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT68K0,2512,68 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT75K0,2512,75 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT100K,2512,100 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT130K,2512,130 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT160K,2512,160 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT180K,2512,180 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT200K,2512,200 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT220K,2512,220 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT240K,2512,240 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT300K,2512,300 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT360K,2512,360 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT470K,2512,470 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT560K,2512,560 Kohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT1M00,2512,1 Mohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2M00,2512,2 Mohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT2M20,2512,2.2 Mohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT3M90,2512,3.9 Mohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT4M70,2512,4.7 Mohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF2512JT10M0,2512,10 Mohm,5%,+/- 200 ppm,1,200,400,-55,155,Compliant
RMCF1206ZT0R00,1206,0 ohm,< 0.05 ohm,N/A,0.25,200,400,-55,155,Compliant
RMCF1206FG1R62,1206,1.62 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG10R0,1206,10 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG12R4,1206,12.4 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG24R9,1206,24.9 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG49R9,1206,49.9 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG75R0,1206,75 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG88R7,1206,88.7 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG100R,1206,100 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG150R,1206,150 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG348R,1206,348 ohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG1K00,1206,1 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG1K50,1206,1.5 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG1K62,1206,1.62 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG2K00,1206,2 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG2K21,1206,2.21 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG2K37,1206,2.37 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG2K49,1206,2.49 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG2K74,1206,2.74 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG3K01,1206,3.01 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG3K57,1206,3.57 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG3K92,1206,3.92 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG4K02,1206,4.02 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG4K64,1206,4.64 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG4K70,1206,4.7 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG4K75,1206,4.75 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG4K99,1206,4.99 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG5K11,1206,5.11 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG5K23,1206,5.23 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG5K36,1206,5.36 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG5K62,1206,5.62 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG7K50,1206,7.5 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG9K09,1206,9.09 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG10K0,1206,10 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG10K2,1206,10.2 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG10K5,1206,10.5 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG10K7,1206,10.7 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG15K0,1206,15 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG15K8,1206,15.8 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG19K1,1206,19.1 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG20K0,1206,20 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG22K1,1206,22.1 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG27K4,1206,27.4 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG33K2,1206,33.2 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG36K5,1206,36.5 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG47K5,1206,47.5 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG49K9,1206,49.9 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG59K0,1206,59 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG63K4,1206,63.4 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG68K1,1206,68.1 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG75K0,1206,75 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG82K5,1206,82.5 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG105K,1206,105 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG110K,1206,110 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG150K,1206,150 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG180K,1206,180 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG182K,1206,182 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG200K,1206,200 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG221K,1206,221 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG249K,1206,249 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG301K,1206,301 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG316K,1206,316 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG332K,1206,332 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG422K,1206,422 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG499K,1206,499 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG562K,1206,562 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG750K,1206,750 Kohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG1M02,1206,1.02 Mohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG1M37,1206,1.37 Mohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG1M82,1206,1.82 Mohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG2M00,1206,2 Mohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG4M75,1206,4.75 Mohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FG10M0,1206,10 Mohm,1%,+/- 100 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR120,1206,0.12 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR180,1206,0.18 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR220,1206,0.22 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR330,1206,0.33 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR430,1206,0.43 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR500,1206,0.5 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR511,1206,0.511 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR680,1206,0.68 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FTR820,1206,0.82 ohm,1%,+/- 200 ppm,0.25,200,400,-55,125,Compliant
RMCF1206FT1R05,1206,1.05 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R10,1206,1.1 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R13,1206,1.13 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R18,1206,1.18 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R20,1206,1.2 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R21,1206,1.21 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R24,1206,1.24 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R30,1206,1.3 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R37,1206,1.37 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R40,1206,1.4 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R50,1206,1.5 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R60,1206,1.6 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R65,1206,1.65 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R69,1206,1.69 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R78,1206,1.78 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R80,1206,1.8 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT1R82,1206,1.82 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT2R40,1206,2.4 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT2R43,1206,2.43 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT2R55,1206,2.55 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT2R80,1206,2.8 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT2R87,1206,2.87 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R01,1206,3.01 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R30,1206,3.3 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R40,1206,3.4 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R48,1206,3.48 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R57,1206,3.57 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R60,1206,3.6 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R74,1206,3.74 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R90,1206,3.9 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT3R92,1206,3.92 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R02,1206,4.02 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R12,1206,4.12 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R22,1206,4.22 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R30,1206,4.3 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R42,1206,4.42 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R64,1206,4.64 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R70,1206,4.7 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT4R99,1206,4.99 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R10,1206,5.1 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R11,1206,5.11 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R23,1206,5.23 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R49,1206,5.49 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R60,1206,5.6 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R62,1206,5.62 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT5R90,1206,5.9 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R04,1206,6.04 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R20,1206,6.2 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R34,1206,6.34 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R49,1206,6.49 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R65,1206,6.65 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R80,1206,6.8 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT6R98,1206,6.98 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT7R32,1206,7.32 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT7R87,1206,7.87 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
RMCF1206FT8R06,1206,8.06 ohm,1%,+/- 200 ppm,0.25,200,400,-55,155,Compliant
