mpn,size,resistance_ohms,tolerance,tcr,power_w,voltage_v,overload_voltage_v,temp_min_c,temp_max_c,aecq200
RNCF0603BTE470R,0603,470 ohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE499R,0603,499 ohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE1K21,0603,1.21 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE2K15,0603,2.15 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE5K62,0603,5.62 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE6K49,0603,6.49 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE6K57,0603,6.57 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE8K45,0603,8.45 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE8K66,0603,8.66 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE8K87,0603,8.87 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE9K31,0603,9.31 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE10K2,0603,10.2 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE12K0,0603,12 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE15K0,0603,15 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE24K3,0603,24.3 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE28K0,0603,28 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE33K2,0603,33.2 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE41K2,0603,41.2 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE55K6,0603,55.6 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE62K0,0603,62 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE150K,0603,150 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE255K,0603,255 Kohm,0.1%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603BTE453K,0603,453 Kohm,0.1%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603BTE470K,0603,470 Kohm,0.1%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603DKC9K65,0603,9.65 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTC1K00,0603,1 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTC4K64,0603,4.64 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTC11K5,0603,11.5 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTC12K1,0603,12.1 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTC33K0,0603,33 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTC100K,0603,100 Kohm,0.5%,+/- 50 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DKE715R,0603,715 ohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DKE1K74,0603,1.74 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE5R10,0603,5.1 ohm,0.5%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603DTE10R0,0603,10 ohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE51R0,0603,51 ohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE100R,0603,100 ohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE374R,0603,374 ohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE1K00,0603,1 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE1K15,0603,1.15 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE2K00,0603,2 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE2K49,0603,2.49 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE2K61,0603,2.61 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE3K00,0603,3 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE3K30,0603,3.3 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE4K30,0603,4.3 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE4K70,0603,4.7 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE4K99,0603,4.99 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE5K10,0603,5.1 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE5K60,0603,5.6 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE5K90,0603,5.9 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE6K04,0603,6.04 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE6K20,0603,6.2 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE7K32,0603,7.32 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE9K10,0603,9.1 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE10K0,0603,10 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE11K0,0603,11 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE15K0,0603,15 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE15K4,0603,15.4 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE16K2,0603,16.2 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE24K0,0603,24 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE24K9,0603,24.9 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE26K1,0603,26.1 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE27K0,0603,27 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE30K1,0603,30.1 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE33K2,0603,33.2 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE36K0,0603,36 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE39K0,0603,39 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE40K2,0603,40.2 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE44K2,0603,44.2 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE47K0,0603,47 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE52K3,0603,52.3 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE82K5,0603,82.5 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE91K0,0603,91 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE95K3,0603,95.3 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE100K,0603,100 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE200K,0603,200 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE332K,0603,332 Kohm,0.5%,+/- 25 ppm,0.166,100,150,-55,155,Compliant
RNCF0603DTE360K,0603,360 Kohm,0.5%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603DTE430K,0603,430 Kohm,0.5%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603DTE499K,0603,499 Kohm,0.5%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603DTE806K,0603,806 Kohm,0.5%,+/- 25 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKW200R,0603,200 ohm,0.01%,+/- 2 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKY24R9,0603,24.9 ohm,0.01%,+/- 5 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKY250R,0603,250 ohm,0.01%,+/- 5 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKY4K70,0603,4.7 Kohm,0.01%,+/- 5 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKY20K0,0603,20 Kohm,0.01%,+/- 5 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKT22K1,0603,22.1 Kohm,0.01%,+/- 10 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKT30K9,0603,30.9 Kohm,0.01%,+/- 10 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKT39K2,0603,39.2 Kohm,0.01%,+/- 10 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TKT61K9,0603,61.9 Kohm,0.01%,+/- 10 ppm,0.1,75,150,-55,155,Compliant
RNCF0603TTT100R,0603,100 ohm,0.01%,+/- 10 ppm,0.1,75,150,-55,155,Compliant
RNCF0201BTE806R,0201,806 ohm,0.1%,+/- 25 ppm,0.05,15,30,-55,155,Compliant
RNCF0201DTC4K75,0201,4.75 Kohm,0.5%,+/- 50 ppm,0.05,15,30,-55,155,Compliant
