mpn,size_code,resistance_ohms,tolerance,tcr,power_w,voltage_v,temp_min_c,temp_max_c,length_mm,width_mm,height_mm
RC0402FR-072M55L,0402,2550000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07560RL,0402,560,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-133K9L,0402,3900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K15L,0402,2150,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07255KL,0402,255000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0742K2L,0402,42200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07210KL,0402,210000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07243RL,0402,243,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07300RL,0402,300,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-075M36L,0402,5360000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0729R4L,0402,29.4,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07390RL,0402,390,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13430KL,0402,430000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K62L,0402,1620,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073K74L,0402,3740,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13910RL,0402,910,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K78L,0402,1780,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13619RL,0402,619,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0730K1L,0402,30100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13187RL,0402,187,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-135K62L,0402,5620,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073ML,0402,3000000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0716R2L,0402,16.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07301RL,0402,301,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07576KL,0402,576000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07649KL,0402,649000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13324RL,0402,324,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07383KL,0402,383000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07357KL,0402,357000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073M01L,0402,3010000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13150RL,0402,150,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-135K49L,0402,5490,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W10KL,0402,10000,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-7W27K4L,0402,27400,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-079K76L,0402,9760,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13121KL,0402,121000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1321KL,0402,21000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1353K6L,0402,53600,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M54L,0402,1540000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0751RL,0402,51,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0721K5L,0402,21500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07634KL,0402,634000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-076M2L,0402,6200000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13301RL,0402,301,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-074K12L,0402,4120,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-134M02L,0402,4020000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W300RL,0402,300,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-076R2L,0402,6.2,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1346R4L,0402,46.4,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13165RL,0402,165,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M1L,0402,1100000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13825KL,0402,825000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0744K2L,0402,44200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0737R4L,0402,37.4,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07536RL,0402,536,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073K16L,0402,3160,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1022RL,0402,22,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0788R7L,0402,88.7,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K21L,0402,2210,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0745R3L,0402,45.3,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0754K9L,0402,54900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13430RL,0402,430,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1360R4L,0402,60.4,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0719K6L,0402,19600,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-075R49L,0402,5.49,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1321K5L,0402,21500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1312K7L,0402,12700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0768RL,0402,68,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-074M02L,0402,4020000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07221RL,0402,221,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-106K19L,0402,6190,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071R87L,0402,1.87,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1369K8L,0402,69800,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0742R2L,0402,42.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13200KL,0402,200000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13240RL,0402,240,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W3K57L,0402,3570,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-073R3L,0402,3.3,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13680KL,0402,680000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07274RL,0402,274,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M13L,0402,1130000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07160KL,0402,160000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13680RL,0402,680,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-134K32L,0402,4320,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07511KL,0402,511000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0727K4L,0402,27400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1361R9L,0402,61.9,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K37L,0402,1370,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-075M1L,0402,5100000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0726K7L,0402,26700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0736KL,0402,36000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07680RL,0402,680,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072M43L,0402,2430000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-078M06L,0402,8060000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13511RL,0402,511,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13130RL,0402,130,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0756R2L,0402,56.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071R21L,0402,1.21,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0757K6L,0402,57600,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W1KL,0402,1000,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-072M7L,0402,2700000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-132K43L,0402,2430,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1322RL,0402,22,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073M74L,0402,3740000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1368KL,0402,68000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1324R9L,0402,24.9,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13165KL,0402,165000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1371K5L,0402,71500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-136K8L,0402,6800,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-101KL,0402,1000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07887RL,0402,887,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1388K7L,0402,88700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13249KL,0402,249000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07270RL,0402,270,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-133KL,0402,3000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1361K9L,0402,61900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07680KL,0402,680000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K24L,0402,1240,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M43L,0402,1430000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0715RL,0402,15,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1311KL,0402,11000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-133K83L,0402,3830,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-078R06L,0402,8.06,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07560KL,0402,560000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0782R5L,0402,82.5,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0747KL,0402,47000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0744R2L,0402,44.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-079K09L,0402,9090,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0768R1L,0402,68.1,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K2L,0402,1200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0721R5L,0402,21.5,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-078R45L,0402,8.45,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072M37L,0402,2370000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-136K04L,0402,6040,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072M15L,0402,2150000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1356K2L,0402,56200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071R74L,0402,1.74,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0723R2L,0402,23.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1360K4L,0402,60400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-075K9L,0402,5900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M58L,0402,1580000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-077K87L,0402,7870,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K94L,0402,2940,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13174KL,0402,174000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-133K32L,0402,3320,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1378K7L,0402,78700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073M9L,0402,3900000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K87L,0402,1870,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1313RL,0402,13,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0726K1L,0402,26100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07402KL,0402,402000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07226RL,0402,226,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-101ML,0402,1000000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13226KL,0402,226000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072M1L,0402,2100000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-132RL,0402,2,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0722RL,0402,22,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0724R3L,0402,24.3,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07620KL,0402,620000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13215RL,0402,215,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-078M25L,0402,8250000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07845RL,0402,845,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-079K1L,0402,9100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0716KL,0402,16000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-076R98L,0402,6.98,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K1L,0402,1100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07634RL,0402,634,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1316K5L,0402,16500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-131K8L,0402,1800,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1049R9L,0402,49.9,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1313KL,0402,13000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07953RL,0402,953,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-10100KL,0402,100000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071R4L,0402,1.4,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-131K5L,0402,1500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-138K45L,0402,8450,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W100RL,0402,100,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-1333RL,0402,33,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K49L,0402,2490,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1348R7L,0402,48.7,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07360KL,0402,360000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W13KL,0402,13000,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-1323K2L,0402,23200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07249KL,0402,249000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072R1L,0402,2.1,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13330RL,0402,330,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-135K76L,0402,5760,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0726R1L,0402,26.1,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072R61L,0402,2.61,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073K24L,0402,3240,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0776K8L,0402,76800,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M05L,0402,1050000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07470RL,0402,470,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W36RL,0402,36,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-073R09L,0402,3.09,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-131K13L,0402,1130,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K1L,0402,2100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0732K4L,0402,32400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1366K5L,0402,66500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07332KL,0402,332000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1340R2L,0402,40.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-076R49L,0402,6.49,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1314KL,0402,14000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K15L,0402,1150,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-10100RL,0402,100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0734R8L,0402,34.8,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07191KL,0402,191000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W24K9L,0402,24900,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-0724K9L,0402,24900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0726R7L,0402,26.7,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07732KL,0402,732000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-075R1L,0402,5.1,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1354K9L,0402,54900,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0723K7L,0402,23700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07232RL,0402,232,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K2L,0402,2200,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-131K87L,0402,1870,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K91L,0402,1910,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13475RL,0402,475,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-133K4L,0402,3400,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W15KL,0402,15000,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-07243KL,0402,243000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072M61L,0402,2610000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K7L,0402,2700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07825KL,0402,825000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M91L,0402,1910000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07280KL,0402,280000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-13105KL,0402,105000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1015KL,0402,15000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-10330RL,0402,330,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07324RL,0402,324,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M6L,0402,1600000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07845KL,0402,845000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071K05L,0402,1050,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0718R7L,0402,18.7,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0727R4L,0402,27.4,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07953KL,0402,953000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1313K7L,0402,13700,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07196RL,0402,196,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M33L,0402,1330000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07182KL,0402,182000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-071M07L,0402,1070000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07205RL,0402,205,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0757R6L,0402,57.6,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07169KL,0402,169000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-072K71L,0402,2710,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W33RL,0402,33,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-0751K1L,0402,51100,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-077M32L,0402,7320000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-136K81L,0402,6810,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1010RL,0402,10,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0733R2L,0402,33.2,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07536KL,0402,536000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1322R6L,0402,22.6,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-1391KL,0402,91000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-07174KL,0402,174000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0720K5L,0402,20500,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-073R32L,0402,3.32,1%,-/+200 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-0768KL,0402,68000,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
RC0402FR-7W22RL,0402,22,1%,-/+200 ppm/C,0.125,50,-55,155,1,0.5,0.35
RC0402FR-07909RL,0402,909,1%,-/+100 ppm/C,0.063,50,-55,155,1,0.5,0.35
