subseries,mpn,operating_temp_min_c,operating_temp_max_c,jelf_id,tokens
LQM2MPN_G0,LQM2MPN3R3NG0L,-55,125,JELF243B-0022,3.3|N:|±30|0.12|0.15|30|1.2|0.9
LQM2MPN_G0,LQM2MPN4R7MG0L,-55,125,JELF243B-0022,4.7|M:|±20|0.14|0.175|20|1.1|0.8
LQM2MPN_G0,LQM2MPN4R7NG0L,-55,125,JELF243B-0022,4.7|N:|±30|0.14|0.175|20|1.1|0.8
LQM2MPN_G0,LQM2MPNR47MG0L,-55,125,JELF243B-0022,0.47|M:|±20|0.060|0.075|100|1.6|1.2
LQM2MPN_G0,LQM2MPNR47NG0L,-55,125,JELF243B-0022,0.47|N:|±30|0.060|0.075|100|1.6|1.2
LQM2MPZ_G0,LQM2MPZ1R0NG0L,-55,125,JELF243B-9109,1.0|N:|±30|0.085|0.107|60|1.4|1.0|4
LQM2MPZ_G0,LQM2MPZ1R5MG0L,-55,125,JELF243B-9109,1.5|M:|±20|0.11|0.138|50|1.2|0.9|4
LQM2MPZ_G0,LQM2MPZ1R5NG0L,-55,125,JELF243B-9109,1.5|N:|±30|0.11|0.138|50|1.2|0.9|4
LQM2MPZ_G0,LQM2MPZ2R2MG0L,-55,125,JELF243B-9109,2.2|M:|±20|0.11|0.138|40|1.2|0.9|4
LQM2MPZ_G0,LQM2MPZ2R2NG0L,-55,125,JELF243B-9109,2.2|N:|±30|0.11|0.138|40|1.2|0.9|4
LQM2MPZ_G0,LQM2MPZ3R3NG0L,-55,125,JELF243B-9109,3.3|N:|±30|0.12|0.15|30|1.2|0.9|4
LQM2MPZ_G0,LQM2MPZ4R7MG0L,-55,125,JELF243B-9109,4.7|M:|±20|0.14|0.175|20|1.1|0.8|4
LQM2MPZ_G0,LQM2MPZ4R7NG0L,-55,125,JELF243B-9109,4.7|N:|±30|0.14|0.175|20|1.1|0.8|4
LQM2MPZ_G0,LQM2MPZR47MG0L,-55,125,JELF243B-9109,0.47|M:|±20|0.060|0.075|100|1.6|1.2|4
LQM2MPZ_G0,LQM2MPZR47NG0L,-55,125,JELF243B-9109,0.47|N:|±30|0.060|0.075|100|1.6|1.2|4
LQM31PN_00,LQM31PN1R0M00L,-55,125,JELF243B-0013,1.0|±20|0.12±25%|60|1200
LQM31PN_00,LQM31PN1R5M00L,-55,125,JELF243B-0013,1.5|±20|0.14±25%|50|1000
LQM31PN_00,LQM31PN2R2M00L,-55,125,JELF243B-0013,2.2|±20|0.19±25%|40|900
LQM31PN_00,LQM31PN3R3M00L,-55,125,JELF243B-0013,3.3|±20|0.24±25%|30|800
LQM31PN_00,LQM31PN4R7M00L,-55,125,JELF243B-0013,4.7|±20|0.30±25%|25|700
LQM31PN_00,LQM31PNR47M00L,-55,125,JELF243B-0013,0.47|±20|0.07±25%|80|1400
